Employee|null|28276|1986-08-28|Danil|F|Rahier|Technique Leader|79969|d005,Development,110567|1961-06-19|10 S Main St,null,Mount Clemens,Macomb,MI,48043
Employee|null|218023|1987-03-28|Bowen|M|Hooghiemstra|Senior Staff|47977|d009,Customer Service,111939|1964-02-13|2663 Farragut Dr,null,Springfield,Sangamon,IL,62704
Employee|null|86261|1992-02-28|Cristinel|M|Thibadeau|Staff|50218|d002,Finance,110114|1957-04-02|1180 Quail Valley Run,null,Oakley,Contra Costa,CA,94561
Employee|null|28275|1985-05-07|Zhonghua|M|Setlzner|Senior Staff|79178|d008,Research,111534|1961-12-05|3601 W Marginal Way Sw,null,Seattle,King,WA,98106
Employee|null|218024|1994-08-01|Maha|M|Madeira|Senior Staff|77603|d007,Sales,111133|1963-09-30|320 Penn Ave,null,Reading,Berks,PA,19611
Employee|null|28274|1987-11-05|Arfst|F|Koblick|Senior Staff|89508|d007,Sales,111133|1959-08-24|900 Sun Valley Dr,null,Roswell,Fulton,GA,30076
Employee|null|218025|1993-08-18|Jungsoon|M|Mansanne|Senior Engineer|59092|d006,Quality Management,110854|1957-11-22|534 Main St,null,Madawaska,Aroostook,ME,4756
Employee|null|28273|1993-06-05|Rosine|F|Schade|Senior Engineer|55662|d006,Quality Management,110854|1960-03-28|919 3rd Ave,null,New York,New York,NY,10022
Employee|null|218026|1988-03-23|Shuji|M|Liesche|Senior Engineer|52434|d005,Development,110567|1956-12-23|55 New Orleans Rd #-205,null,Hilton Head Island,Beaufort,SC,29928
Employee|null|229999|1986-06-20|Wilmer|F|Schnabel|Senior Engineer|74586|d005,Development,110567|1964-10-03|309 S Willard St,null,Burlington,Chittenden,VT,5401
Employee|null|86290|1991-07-19|Alselm|F|Willoner|Senior Engineer|65163|d005,Development,110567|1952-05-24|111 E Washington St,null,Walterboro,Colleton,SC,29488
Employee|null|86294|1990-08-03|Heather|F|Jumpertz|Staff|92843|d007,Sales,111133|1962-07-23|2 Embarcadero Ctr,null,San Francisco,San Francisco,CA,94111
Employee|null|86293|1995-12-18|Fatemeh|F|Heering|Engineer|45637|d005,Development,110567|1958-07-04|25 Bridge St,null,Madawaska,Aroostook,ME,4756
Employee|null|86292|1993-07-26|Shuho|F|Vural|Staff|71577|d001,Marketing,110039|1954-12-17|Clough Ave,null,Superior,Douglas,WI,54880
Employee|null|86291|1988-07-15|Kerhong|M|Bashian|Senior Engineer|73904|d005,Development,110567|1963-11-03|411 S Wells St,null,Chicago,Cook,IL,60607
Employee|null|86297|1985-03-31|Susuma|F|Feldmann|Technique Leader|76230|d005,Development,110567|1952-12-15|409 S 17th St,null,Omaha,Douglas,NE,68102
Employee|null|86298|1994-07-14|Ziva|F|Farrag|Engineer|57923|d006,Quality Management,110854|1960-09-03|1000 Michigan National Towe,null,Lansing,Ingham,MI,48933
Employee|null|86295|1986-03-28|Cheong|M|Hofstetter|Staff|96073|d007,Sales,111133|1956-11-08|1025 Thomas Dr,null,Warminster,Bucks,PA,18974
Employee|null|86296|1988-09-08|Koldo|F|Monkewich|Senior Engineer|61263|d008,Research,111534|1956-11-13|100 E Wisconsin Ave,null,Milwaukee,Milwaukee,WI,53202
Employee|null|86299|1987-08-18|Emran|M|Brookman|Assistant Engineer|53922|d005,Development,110567|1959-06-08|350 Sparta Ave,null,Sparta,Sussex,NJ,7871
Employee|null|229970|1988-02-21|Tse|F|Berendt|Senior Engineer|100777|d004,Production,110420|1955-08-16|6051 N Fresno St #-200,null,Fresno,Fresno,CA,93710
Employee|null|229971|1987-05-27|Limsoon|M|Gopalakrishnan|Senior Engineer|72212|d006,Quality Management,110854|1958-01-17|111 E Washington St,null,Walterboro,Colleton,SC,29488
Employee|null|229972|1987-05-02|Serge|M|Segond|Engineer|77308|d005,Development,110567|1960-07-29|4 Seagate,null,Toledo,Lucas,OH,43604
Employee|null|86330|1990-05-16|Tesuya|F|Shumilov|Senior Engineer|71134|d005,Development,110567|1962-05-28|9 E Ct,null,Franklin,Johnson,IN,46131
Employee|null|86331|1988-09-27|Visit|F|Ramamoorthy|Senior Engineer|77647|d005,Development,110567|1961-09-20|113 S Lithia Pinecrest Rd,null,Brandon,Hillsborough,FL,33511
Employee|null|86332|1992-01-08|Arto|M|Perry|Staff|95138|d009,Customer Service,111939|1961-02-18|2019 Linnhurst Dr,null,Savannah,Chatham,GA,31404
Employee|null|28128|1987-01-26|Huican|F|Slaats|Staff|101747|d007,Sales,111133|1954-01-10|800 Greenwich Ave,null,Warwick,Kent,RI,2886
Employee|null|86333|1987-07-22|Ennio|M|Peak|Staff|56856|d003,Human Resources,110228|1958-07-10|3605 Franklin Ave,null,Waco,McLennan,TX,76710
Employee|null|28127|1988-04-15|Minghong|M|Veevers|Staff|84563|d002,Finance,110114|1953-07-08|501 Wyoming Ave,null,Scranton,Lackawanna,PA,18509
Employee|null|86334|1985-09-09|Kwun|M|Cappelletti|Staff|105101|d007,Sales,111133|1964-12-20|2155 Webster St,null,San Francisco,San Francisco,CA,94115
Employee|null|86335|1989-04-15|Xinan|M|Bierbaum|Staff|72033|d002,Finance,110114|1964-09-26|5500 Wayzata Blvd #-730,null,Minneapolis,Hennepin,MN,55416
Employee|null|28129|1985-08-09|Arco|F|Swiler|Staff|70514|d009,Customer Service,111939|1958-07-19|420 S Dixie Hwy #-2r,null,Miami,Miami-Dade,FL,33146
Employee|null|86336|1987-12-15|Mohit|M|Prochazka|Senior Engineer|73418|d004,Production,110420|1964-11-08|100 Edwards St,null,Shreveport,Caddo,LA,71101
Employee|null|86337|1996-08-16|Rafols|F|Munke|Senior Staff|77145|d007,Sales,111133|1962-03-29|2163 Newcastle Ave #-200,null,Cardiff by the Sea,San Diego,CA,92007
Employee|null|86338|1989-12-23|Mooi|M|Lunt|Senior Staff|60323|d008,Research,111534|1958-04-14|14701 E 38th Ave,null,Aurora,Adams,CO,80011
Employee|null|86339|1989-05-16|Raimond|F|Debuse|Staff|60428|d008,Research,111534|1955-04-09|485 Us Highway 1,null,Iselin,Middlesex,NJ,8830
Employee|null|296099|1990-09-01|Constantine|F|Byoun|Senior Engineer|61673|d004,Production,110420|1963-06-22|300 E 42nd St,null,NewYork,New York,NY,10017
Employee|null|296098|1990-07-07|Hidekazu|F|Rosis|Senior Engineer|50631|d005,Development,110567|1955-10-02|8000 Manchester Rd,null,Saint Louis,Saint Louis,MO,63144
Employee|null|28123|1985-06-26|Vincent|M|Tomescu|Senior Engineer|57474|d004,Production,110420|1955-12-06|1625 Broadway #-1600,null,Denver,Denver,CO,80202
Employee|null|28124|1988-12-25|Adhemar|M|Eiter|Staff|134662|d002,Finance,110114|1958-08-31|1709 Frederica Rd,null,Saint Simons Island,Glynn,GA,31522
Employee|null|28125|1985-04-18|Ottavia|M|Marquardt|Senior Engineer|67388|d004,Production,110420|1960-11-22|666 Walnut St #-2500,null,Des Moines,Polk,IA,50309
Employee|null|28126|1993-07-27|Sanjiv|M|Dolinsky|Senior Staff|55704|d003,Human Resources,110228|1953-04-26|1487 Farnsworth St,null,Detroit,Wayne,MI,48211
Employee|null|28120|1992-04-17|Arra|F|Zolotykh|Technique Leader|53795|d005,Development,110567|1964-01-28|8400 W 110th St #-450,null, Overland Park,Johnson,KS,66210
Employee|null|28121|1990-12-25|Sreekrishna|M|Chiola|Staff|63435|d009,Customer Service,111939|1960-05-14|15 Avon St,null,Keene,Cheshire,NH,3431
Employee|null|28122|1994-04-28|Arve|M|Skafidas|Staff|62964|d003,Human Resources,110228|1955-03-24|3640 Colonel Glenn Hwy,null,Dayton,Greene,OH,45435
Employee|null|86341|1996-06-17|Angus|F|Zuberek|Technique Leader|47172|d006,Quality Management,110854|1953-12-18|1515 Broadway,null,New York,New York,NY,10036
Employee|null|86342|1985-07-02|Marit|M|Boguraev|Senior Engineer|65977|d005,Development,110567|1952-12-14|5616 Urbana Pike,null,Frederick,Frederick,MD,21704"""
